SolderingTemperature,PlacementSpeed,AmbientTemperature,MaterialQuality,Humidity,NumberOfDefects,CycleTime
292.75358557837444,50.73827807123099,18.97268597495095,0.8130218464638432,62.3219074291986,4.644155385670615,1.1707128125230095
295.33959667667364,47.342967042747816,26.276704617272905,0.7177570723019324,58.349003615771096,5.232866035753313,1.1682608540327475
314.71417830211817,51.58122559588632,21.17188675503442,0.8428410424457158,49.078133182365235,5.0975181840954455,1.2013737116922483
308.59565728063865,53.17217700902604,17.353851391826538,0.8750940167018926,63.26643517335876,5.122660880149418,1.224229963235335
307.67644270741334,61.31154439038694,21.70799868641981,0.7052422618810338,57.39325255855763,5.1689211546910405,1.2370486609913955
311.3663918706818,49.33840832603732,21.23956462877333,0.7969392025249303,43.724795661398346,4.881100847386124,1.185791992613552
304.2749673440045,42.48575542162645,27.171004456505955,0.7279684778973293,59.24657272281395,5.5066053772194365,1.1699669546556328
277.2709715309297,36.57813266039207,21.309120020937378,0.8888286415210319,41.50637353427302,4.226195026389183,1.0856728326239116
332.56690361236286,34.64129510378679,22.40470109245479,0.7780118745318687,57.93731797475533,3.484852447912277,1.203153603099492
315.7382276842794,44.18174984575739,11.039231240587373,0.7573134058542533,67.69301945128309,6.699666256049966,1.2236318810513276
278.1825116641722,68.8612180321755,23.13777302603842,0.9005279635963326,37.50080156524999,5.5531117237986765,1.1804522146486067
353.50272930401127,53.60528900898456,18.911799640214095,0.84432059788297,28.106167577371288,3.769244394288936,1.2703283655078383
313.1296848075388,52.98038682372891,33.285690917836604,0.767274325677416,48.62701148388272,8.33390753920685,1.2065014611121099
299.28205523720226,54.942798299754095,12.701132979102937,0.8236234424692167,59.79113409974069,7.599141716712414,1.2039754919146932
327.2628003659041,54.87515370100821,15.13758877222916,0.7201703419699536,79.18994896742406,5.745840983987097,1.2961359278520952
317.52591369916775,45.01331035388411,24.0240518313286,0.8304595787243961,60.29355185117503,4.914395236612875,1.2112547538855807
311.8433333821299,34.79717038741592,27.962571750247626,0.6748046306072839,34.91953608094763,4.179216779268084,1.128042846537671
297.6562058118771,46.12986253218241,20.629900085398038,0.9448059739274031,-10.246731537594584,2.8794921010675436,1.1053516585333414
323.0951727145852,52.69353151816202,21.63510150319105,0.6094601861795186,80.43011898455634,4.797081326578471,1.2679137535897846
311.8426175407299,59.20501695440091,22.70237179049041,0.8305706865514724,43.56098781825371,5.253131354374571,1.2252078281529029
296.32803463648725,40.99861156295758,27.350904697487056,0.6772951618229879,32.675505343265186,4.873243767223125,1.1227163731685408
309.9428629886624,39.40162158174242,19.346187239083832,0.7094126435822444,6.412004878369018,3.0280795652168524,1.1374608378541442
286.6125714596161,43.43897723713239,17.019509527490424,0.859252577943191,71.92735751872586,5.516734752564773,1.184349550603546
300.0614091074521,61.50579810572853,14.984450914367779,0.9333954942068413,51.40266525495871,6.562497719442023,1.219686109657615
296.58875181112995,42.85721286366759,22.087507655624897,0.6963195462030449,72.44885686536516,4.2614651620483714,1.1789004608733418
319.21347402499015,50.11293421554618,23.112705911241896,0.95401641836269,73.85762201524896,4.070797976750568,1.2373157259820464
333.07282059730653,59.442191616490916,19.983671750470542,0.7617700759513968,49.69326569754295,4.739802414625338,1.2783232968957614
334.9778872089743,55.8413373348325,24.534000450047383,0.8226883592570674,49.9577343860089,4.254475242283738,1.2752275297181903
327.9466875996979,69.30631537043382,13.59166964280323,0.8789381163574207,79.46591591079758,8.059504376427109,1.3220893060565713
320.71882275519124,32.10764701693727,23.656815794253944,0.9667189956109699,61.97500737257456,3.262298457054616,1.1618896591405843
319.62663443192594,41.782096011604885,14.076636826415818,0.67540483433661,51.42658692824738,5.503129893647869,1.2049627585962435
311.2462206835701,36.67790577997799,19.49818332812264,0.6899316349711437,47.43503339589335,4.168295308893735,1.1882375605916653
310.4203770719839,57.78995758875828,20.323536349180117,0.8571010771246514,80.95758972312925,4.037854165877391,1.2510970072036514
330.3364177581058,52.956022040346646,26.682182544736094,0.9116446996102898,60.518903998290526,5.122895808420495,1.2500993884491358
302.68863035521974,35.27128763214554,18.309592425813754,0.7688569483219201,51.898467790127235,4.0520913870048965,1.1327288688589132
330.81176677940425,58.5804584075556,11.220981446440138,0.7196481229064242,56.79225861475079,6.964246023545197,1.2685227374411456
